id,ingredientId,orderId,itemNumberInOrder
283,62,139,0
284,49,139,1
285,51,139,1
286,24,140,0
287,16,141,0
288,16,141,0
289,49,142,0
290,49,142,0
291,1,142,1
292,32,142,1
293,25,144,0
294,51,144,1
295,25,144,1
296,63,144,2
297,37,144,2
298,7,145,0
299,26,145,1
300,14,145,1
301,60,146,0
302,43,146,0
303,20,146,1
304,6,146,1
305,35,147,0
306,7,147,1
307,15,148,1
308,45,148,2
309,45,150,1
310,45,150,1
311,6,150,2
312,51,152,0
313,25,152,0
314,5,152,1
315,5,152,1
316,58,152,2
317,35,152,2
318,39,153,0
319,59,154,0
320,6,154,1
321,36,154,1
322,14,155,0
323,2,155,0
324,60,156,0
325,60,156,0
326,31,156,1
327,28,157,0
328,51,157,2
329,34,158,0
330,6,158,0
331,16,158,1
332,24,158,1
333,6,159,0
334,2,159,0
335,48,160,0
336,45,160,0
337,55,161,0
338,52,161,0
339,0,161,1
340,63,162,0
341,61,164,0
342,7,164,0
343,6,164,1
344,2,164,1
345,58,165,0
346,59,166,0
347,45,166,0
348,58,167,0
349,41,167,2
350,58,167,2
351,63,168,1
352,33,169,0
353,15,170,0
354,51,170,0
355,5,171,0
356,49,171,1
357,55,172,0
358,63,173,0
359,2,173,1
360,45,174,0
361,51,175,0
362,20,175,1
363,36,175,1
364,14,176,0
365,14,176,0
366,55,177,0
367,39,177,1
368,4,177,1
369,4,179,0
370,57,180,0
371,58,180,0
372,5,180,1
373,53,180,1
374,49,181,0
375,31,182,1
376,22,182,1
377,14,183,0
378,66,183,0
379,1,183,1
380,13,183,2
381,59,184,0
382,10,186,0
383,10,186,0
384,6,187,1
385,35,187,1
386,9,189,0
387,1,189,0
388,63,189,1
389,66,189,2
390,65,189,2
391,45,190,0
392,33,190,1
393,33,190,1
394,32,191,1
395,15,192,1
396,15,192,2
397,51,193,1
398,38,193,1
399,36,193,2
400,46,194,0
401,2,194,0
402,64,194,1
403,39,195,0
404,28,195,1
405,6,195,1
406,6,195,2
407,6,195,2
408,48,196,1
409,36,196,1
410,24,197,0
411,24,197,0
412,36,197,1
413,5,197,1
414,51,197,2
415,64,198,0
416,51,199,0
417,31,199,1
418,17,199,1
419,9,199,2
420,61,199,2
421,2,200,0
422,34,200,0
423,51,200,1
424,48,200,1
425,63,201,0
426,63,201,0
427,0,203,0
428,32,203,0
429,3,203,2
430,25,203,2
431,66,204,0
432,41,204,1
433,17,206,0
434,63,206,2
435,13,206,2
436,21,207,1
437,0,207,1
438,6,209,1
439,56,210,1
440,56,210,1
441,6,211,0
442,63,211,0
443,49,211,1
444,33,211,1
445,6,212,0
446,14,214,0
447,14,214,0
448,12,214,1
449,46,215,0
450,55,216,0
451,6,217,0
452,10,219,0
453,45,219,0
454,0,219,1
455,15,219,1
456,6,220,0
457,48,220,0
458,3,220,1
459,7,220,1
460,13,221,0
461,41,221,0
462,0,221,1
463,64,221,1
464,6,222,0
465,41,222,0
466,6,222,1
467,59,222,1
468,44,223,0
469,35,224,0
470,43,226,0
471,15,226,0
472,63,226,1
473,28,226,1
474,60,227,0
475,15,227,0
476,9,227,1
477,0,227,1
478,7,229,0
479,51,230,0
480,57,230,0
481,52,230,1
482,3,231,0
483,25,232,0
484,25,232,0
485,51,232,1
486,47,232,1
487,13,233,0
488,65,233,0
489,63,233,1
490,8,233,1
491,51,234,0
492,25,235,0
493,52,235,0
494,12,236,0
495,41,236,0
496,45,237,0
497,45,237,0
498,57,238,0
499,58,238,0
500,6,238,1
501,59,238,1
502,20,239,0
503,0,239,1
504,60,239,1
505,41,240,0
506,45,240,1
507,51,243,0
508,59,243,2
509,0,244,0
510,51,245,0
511,3,245,0
512,25,246,0
513,5,247,0
514,6,247,1
515,41,247,2
516,1,248,0
517,9,248,0
518,59,248,1
519,59,248,1
520,65,249,1
521,14,251,0
522,62,251,0
523,7,252,1
524,17,252,1
525,6,252,2
526,57,253,0
527,63,254,1
528,5,254,2
529,24,255,0
530,58,255,0
531,6,255,1
532,14,256,0
533,37,258,0
534,37,258,0
535,25,259,0
536,6,259,0
537,63,260,0
538,6,260,1
539,58,261,1
540,7,262,0
541,17,262,1
542,60,263,0
543,6,263,1
544,28,263,1
545,25,263,2
546,6,264,0
547,25,264,1
548,49,265,0
549,49,265,0
550,63,266,0
551,63,266,0
552,15,268,0
553,51,269,0
554,51,269,1
555,51,269,1
556,23,269,2
557,8,270,0
558,60,270,1
559,15,270,1
560,2,271,1
561,14,271,1
562,24,272,0
563,7,272,1
564,22,272,2
565,56,273,0
566,43,274,0
567,5,274,1
568,65,276,0
569,49,276,0
570,16,276,1
571,47,276,1
572,39,276,2
573,6,276,2
574,20,277,0
575,58,277,0
576,6,277,1
577,59,277,1
578,29,278,0
579,36,278,0
580,36,278,1
581,51,278,1
582,2,278,2
583,2,279,0
584,2,279,1
585,5,279,2
586,5,279,2
587,63,280,0
588,64,280,0
589,49,280,2
590,13,281,0
591,15,281,0
592,31,282,0
593,33,282,0
594,51,283,0
595,23,283,1
596,16,283,2
597,3,284,0
598,24,285,0
599,64,287,0
600,56,288,0
601,15,288,1
602,56,289,0
603,45,289,0
604,41,289,1
605,2,290,0
606,36,290,0
607,49,291,0
608,49,291,0
609,6,291,1
610,63,293,0
611,59,293,0
612,6,293,1
613,6,293,1
614,6,294,0
615,23,294,2
616,5,295,1
617,38,296,0
618,33,296,0
619,45,296,1
620,59,296,1
621,2,296,2
622,35,296,2
623,17,297,2
624,44,297,2
625,51,298,0
626,36,298,1
627,36,298,2
628,44,298,2
629,61,299,1
630,58,299,1
631,51,300,0
632,20,301,0
633,6,301,0
634,16,301,1
635,24,301,1
636,2,302,0
637,34,302,0
638,54,302,1
639,7,302,1
640,65,303,0
641,51,303,0
642,6,304,0
643,6,304,0
644,15,304,2
645,20,305,0
646,58,305,0
647,6,305,1
648,15,306,0
649,7,306,0
650,65,306,1
651,65,306,1
652,0,306,2
653,32,307,0
654,2,307,1
655,51,307,2
656,25,307,2
657,7,308,0
658,10,309,0
659,17,309,2
660,5,309,2
661,15,310,0
662,42,310,1
663,13,311,0
664,63,311,1
665,6,312,1
666,46,313,2
667,25,314,0
668,51,314,0
669,0,315,0
670,6,315,0
671,65,315,2
672,2,315,2
673,43,316,0
674,59,317,0
675,6,317,0
676,25,319,1
677,25,319,1
678,2,319,2
679,7,319,2
680,63,321,0
681,63,321,1
682,48,321,1
683,24,322,0
684,36,323,0
685,5,324,0
686,35,324,0
687,2,326,0
688,6,326,0
689,36,327,0
690,49,327,0
691,36,327,1
692,45,327,1
693,12,328,1
694,7,329,0
695,58,329,1
696,51,329,1
697,36,331,1
698,41,331,2
699,6,331,2
700,58,332,0
701,53,332,0
702,41,332,1
703,2,333,0
704,63,333,1
705,6,333,1
706,43,334,0
707,43,334,0
708,35,336,1
709,58,336,1
710,6,336,2
711,36,336,2
712,6,338,0
713,15,339,1
714,60,339,1
715,6,340,2
716,59,341,1
717,6,341,1
718,6,343,1
719,6,343,1
720,23,344,0
721,35,344,1
722,25,344,1
723,41,345,0
724,48,345,1
725,39,345,2
726,45,346,0
727,59,346,0
728,8,346,2
729,8,346,2
730,49,347,0
731,49,347,0
732,41,347,1
733,34,347,1
734,2,348,0
735,2,348,0
736,6,348,1
737,28,348,1
738,35,349,0
739,35,349,0
740,3,349,1
741,30,349,1
742,22,350,0
743,36,350,0
744,52,351,0
745,2,351,1
746,14,351,1
747,28,352,0
748,4,353,0
749,0,354,0
750,35,354,2
751,14,355,0
752,56,355,1
753,44,356,0
754,25,356,1
755,28,356,2
756,62,357,0
757,30,357,0
758,51,357,1
759,63,357,2
760,6,357,2
761,45,358,0
762,6,359,2
763,51,359,2
764,41,360,0
765,2,360,1
766,14,361,1
767,15,361,1
768,1,362,2
769,63,363,1
770,2,364,0
771,15,364,1
772,39,365,1
773,14,365,1
774,46,365,2
775,51,365,2
776,6,366,0
777,55,366,0
778,39,367,0
779,59,367,0
780,7,367,1
781,26,367,1
782,65,368,0
783,65,368,0
784,41,369,0
785,63,369,1
786,28,369,1
787,1,370,0
788,9,370,0
789,8,371,0
790,58,372,1
791,45,373,0
792,45,373,0
793,0,375,0
794,51,375,0
795,2,375,1
796,36,375,1
797,7,375,2
798,35,375,2
799,22,376,0
800,6,376,0
801,59,376,1
802,66,376,2
803,14,377,0
804,49,377,1
805,4,377,1
806,4,377,2
807,17,377,2
808,59,379,0
809,63,379,0
810,25,379,1
811,25,379,1
812,3,379,2
813,5,381,0
814,6,381,0
815,58,383,0
816,47,383,0
817,15,384,1
818,23,385,0
819,23,385,0
820,63,385,1
821,61,386,0
822,51,388,0
823,55,388,1
824,52,388,1
825,52,389,1
826,6,389,1
827,12,390,0
828,6,390,1
829,10,390,1
830,65,391,0
831,64,393,1
832,64,393,1
833,36,394,1
834,14,394,2
835,47,395,1
836,57,395,1
837,14,396,0
838,13,396,0
839,58,396,1
840,20,398,0
841,57,398,0
842,6,398,1
843,6,399,0
844,49,400,0
845,20,400,0
846,9,400,1
847,0,400,2
848,15,401,2
849,64,401,2
850,41,402,1
851,42,403,0
852,57,404,1
853,49,404,2
854,39,405,1
855,3,405,1
856,6,406,0
857,45,406,1
858,49,406,2
859,35,408,0
860,35,408,0
861,59,409,1
862,58,410,0
863,7,410,1
864,7,410,1
865,35,410,2
866,35,410,2
867,6,411,0
868,4,411,0
869,51,411,1
870,51,411,2
871,9,411,2
872,24,412,1
873,46,412,2
874,51,412,2
875,7,413,1
876,2,413,1
877,21,414,0
878,21,414,0
879,6,414,1
880,43,414,1
881,58,415,0
882,29,415,1
883,0,417,0
884,63,418,0
885,6,418,1
886,3,419,0
887,3,419,0
888,33,419,1
889,49,420,0
890,17,421,0
891,59,421,0
892,2,421,1
893,59,422,0
894,39,422,0
895,6,422,1
896,12,422,1
897,56,423,2
898,14,424,0
899,4,424,1
900,6,424,1
901,45,424,2
902,63,426,0
903,45,426,2
904,66,428,0
905,6,428,2
906,6,429,0
907,0,431,0
908,0,431,0
909,26,432,1
910,51,432,1
911,63,433,0
912,49,434,0
913,59,435,1
914,17,435,1
915,5,436,2
916,60,437,1
917,3,437,1
918,57,437,2
919,12,438,1
920,25,439,0
921,48,439,0
922,6,440,0
923,65,440,1
924,65,440,1
925,45,441,0
926,0,442,0
927,15,442,0
928,59,443,0
929,3,443,0
930,36,444,0
931,57,445,0
932,36,445,0
933,41,446,1
934,42,447,0
935,34,448,0
936,2,448,0
937,33,449,0
938,59,449,0
939,3,449,1
940,47,449,1
941,45,450,0
942,33,450,0
943,7,451,1
944,57,452,0
945,10,452,0
946,12,452,1
947,51,452,1
948,58,452,2
949,58,452,2
950,32,453,1
951,49,453,2
952,6,453,2
953,43,454,0
954,2,454,2
955,45,455,0
956,9,455,1
957,15,457,1
958,6,458,0
959,63,458,0
960,36,459,1
961,5,459,1
962,63,459,2
963,9,461,0
964,62,461,1
965,62,461,1
966,15,462,0
967,4,463,0
968,6,463,0
969,6,463,1
970,0,463,1
971,58,465,0
972,5,465,0
973,58,466,0
974,63,466,0
975,1,466,1
976,6,466,1
977,14,467,0
978,6,467,1
979,0,467,1
980,25,468,0
981,60,468,1
982,17,469,0
983,7,469,0
984,51,469,1
985,59,470,0
986,39,470,0
987,56,471,0
988,51,471,0
989,15,471,1
990,14,471,1
991,36,472,0
992,65,472,1
993,64,472,2
994,0,473,0
995,5,473,2
996,63,474,0
997,23,474,1
998,6,474,1
999,51,475,0
1000,3,475,0
1001,7,475,2
1002,17,475,2
1003,2,476,0
1004,15,476,0
1005,57,477,0
1006,55,477,0
1007,6,477,1
1008,35,478,1
1009,51,478,1
1010,37,479,0
1011,31,480,0
1012,39,483,0
1013,63,483,0
1014,13,484,0
1015,52,484,0
1016,59,485,1
1017,14,485,2
1018,59,485,2
1019,63,486,0
1020,15,486,2
1021,15,486,2
1022,52,487,0
1023,52,487,0
1024,63,488,0
1025,48,488,0
1026,49,488,1
1027,26,488,1
1028,0,488,2
1029,41,489,0
1030,65,489,0
1031,44,490,0
1032,6,490,0
1033,45,490,2
1034,35,492,0
1035,31,492,0
1036,63,492,1
1037,39,493,0
1038,39,493,0
1039,28,493,2
1040,59,494,1
1041,4,495,0
1042,36,495,0
1043,20,496,1
1044,45,496,1
1045,41,497,0
1046,13,497,0
1047,6,498,0
1048,41,498,1
1049,2,498,2
1050,6,499,0
1051,3,499,0
1052,43,499,1
1053,47,499,1
1054,15,500,0
1055,0,500,0
1056,20,501,0
1057,15,501,0
1058,2,502,0
1059,32,503,1
1060,6,503,2
1061,5,504,0
1062,5,504,0
1063,49,504,1
1064,49,504,1
1065,15,505,0
1066,6,506,0
1067,52,506,1
1068,19,506,1
1069,45,506,2
1070,45,506,2
1071,6,507,0
1072,15,507,0
1073,53,507,1
1074,53,507,1
1075,5,508,1
1076,36,508,1
1077,60,509,0
1078,6,510,0
1079,58,511,1
1080,25,512,0
1081,58,512,0
1082,12,512,1
1083,12,512,1
1084,63,512,2
1085,6,512,2
1086,15,513,0
1087,21,513,0
1088,15,513,1
1089,2,513,2
1090,6,514,1
1091,9,515,0
1092,6,515,2
1093,45,516,0
1094,56,516,1
1095,45,516,1
1096,48,517,0
1097,48,517,0
1098,63,518,0
1099,8,518,0
1100,0,518,2
1101,32,519,1
1102,0,519,1
1103,60,519,2
1104,7,520,0
1105,51,520,0
1106,0,520,1
1107,19,520,1
1108,12,521,0
1109,51,521,0
1110,2,522,1
1111,35,522,1
1112,14,524,0
1113,49,524,0
1114,2,525,0
1115,25,525,1
1116,4,526,0
1117,20,526,1
1118,0,526,1
1119,6,527,0
1120,41,527,1
1121,6,527,1
1122,8,529,1
1123,3,529,2
1124,36,531,1
1125,36,531,1
1126,26,532,1
1127,59,532,2
1128,63,532,2
1129,63,533,0
1130,66,533,2
1131,15,534,1
1132,3,535,1
1133,57,535,2
1134,6,536,0
1135,45,538,0
1136,45,538,0
1137,25,539,0
1138,58,539,0
1139,12,539,1
1140,15,539,2
1141,46,540,0
1142,15,540,0
1143,57,540,1
1144,45,542,0
1145,59,542,0
1146,39,543,0
1147,51,544,0
1148,51,544,0
1149,16,544,1
1150,51,544,1
1151,64,544,2
1152,41,544,2
1153,14,545,1
1154,63,545,1
1155,10,545,2
1156,49,546,0
1157,59,547,0
1158,59,547,0
1159,63,548,0
1160,14,548,0
1161,41,548,2
1162,46,548,2
1163,15,549,2
1164,39,549,2
1165,63,550,0
1166,6,553,1
1167,6,553,2
1168,52,553,2
1169,0,554,0
1170,19,554,0
1171,25,554,1
1172,35,554,1
1173,59,555,2
1174,59,555,2
1175,15,557,1
1176,57,557,1
1177,6,557,2
1178,56,557,2
1179,66,558,0
1180,45,558,0
1181,25,558,1
1182,58,558,1
1183,63,558,2
1184,59,559,0
1185,63,559,0
1186,55,559,1
1187,52,559,1
1188,66,560,0
1189,6,560,2
1190,6,560,2
1191,15,561,0
1192,6,562,0
1193,9,562,1
1194,47,562,1
1195,8,563,0
1196,6,563,1
1197,49,564,0
1198,36,564,0
1199,0,564,1
1200,51,565,0
1201,51,565,0
1202,49,566,0
1203,41,566,1
1204,6,567,0
1205,51,567,0
1206,65,568,1
1207,52,568,1
1208,24,569,1
1209,3,569,1
1210,59,569,2
1211,6,570,0
1212,66,570,0
1213,24,570,1
1214,24,570,1
1215,45,570,2
1216,49,570,2
1217,51,571,0
1218,57,571,0
1219,51,571,1
1220,45,571,2
1221,63,572,1
1222,2,573,0
1223,60,574,1
1224,3,575,1
1225,6,576,0
1226,6,576,0
1227,63,577,0
1228,64,577,0
1229,51,577,1
1230,59,577,2
1231,59,577,2
1232,20,578,0
1233,51,578,0
1234,41,579,0
1235,6,579,0
1236,58,579,1
1237,15,580,0
1238,31,580,1
1239,31,580,1
1240,17,582,0
1241,17,582,0
1242,6,583,1
1243,63,583,1
1244,58,584,1
1245,47,585,0
1246,51,585,0
1247,63,586,0
1248,63,586,0
1249,3,587,0
1250,3,587,0
1251,47,588,1
1252,24,588,1
1253,7,588,2
1254,12,588,2
1255,6,589,0
1256,59,590,1
1257,63,590,1
1258,55,591,0
1259,2,591,0
1260,33,591,1
1261,33,591,1
1262,6,592,0
1263,15,594,0
1264,0,594,0
1265,45,595,0
1266,3,596,0
1267,59,596,1
1268,45,596,1
1269,56,596,2
1270,5,596,2
1271,17,597,0
1272,17,597,0
1273,51,598,0
1274,48,599,0
1275,45,599,0
1276,4,601,0
1277,14,602,0
1278,9,602,1
1279,57,602,1
1280,28,604,0
1281,58,605,0
1282,36,606,1
1283,36,606,1
1284,54,607,1
1285,58,609,0
1286,6,610,0
1287,25,611,0
1288,25,611,0
1289,58,611,1
1290,35,611,1
1291,26,611,2
1292,23,612,0
1293,25,612,2
1294,7,614,0
1295,7,614,0
1296,20,615,0
1297,51,615,0
1298,52,615,1
1299,25,615,2
1300,63,616,1
1301,63,616,1
1302,5,617,0
1303,49,617,1
1304,6,619,0
1305,41,619,0
1306,59,620,0
1307,59,620,0
1308,51,621,0
1309,51,621,0
1310,0,622,0
1311,32,622,0
1312,63,622,1
1313,25,623,0
1314,38,623,0
1315,55,623,1
1316,12,624,0
1317,7,624,0
1318,7,624,2
1319,15,624,2
1320,14,625,1
1321,2,625,1
1322,63,625,2
1323,51,627,0
1324,15,627,0
1325,57,627,1
1326,6,627,1
1327,14,628,0
1328,14,628,0
1329,66,628,1
1330,63,629,0
1331,51,630,0
1332,6,631,0
1333,52,631,1
1334,25,631,1
1335,17,632,0
1336,44,632,0
1337,6,633,0
1338,14,633,2
1339,48,633,2
1340,1,634,0
1341,32,634,0
1342,2,635,0
1343,4,635,0
1344,0,635,1
1345,5,635,2
1346,5,635,2
1347,0,636,0
1348,60,636,0
1349,7,636,1
1350,0,636,1
1351,9,637,0
1352,5,639,0
1353,36,639,0
1354,45,639,1
1355,15,641,0
1356,64,642,0
1357,37,642,0
1358,45,642,1
1359,6,643,0
1360,36,643,0
1361,65,643,1
1362,65,643,1
1363,0,644,0
1364,14,644,1
1365,9,645,0
1366,57,645,1
1367,17,646,2
1368,54,646,2
1369,0,647,0
1370,33,647,1
1371,33,648,0
1372,49,648,0
1373,6,649,0
1374,60,649,1
1375,41,649,2
1376,6,649,2
1377,41,651,0
1378,6,651,0
1379,39,651,1
1380,7,652,1
1381,0,652,1
1382,29,652,2
1383,23,654,2
1384,14,655,0
1385,20,656,1
1386,6,656,1
1387,7,657,0
1388,3,657,0
1389,49,657,1
1390,49,658,0
1391,33,658,0
1392,34,658,1
1393,6,658,1
1394,6,659,1
1395,1,659,2
1396,33,660,0
1397,14,661,0
1398,14,661,0
1399,49,661,1
1400,49,661,2
1401,25,661,2
1402,47,662,0
1403,49,662,1
1404,33,664,0
1405,63,664,0
1406,20,664,1
1407,20,664,2
1408,36,665,0
1409,57,666,1
1410,25,666,1
1411,59,666,2
1412,39,667,0
1413,42,667,1
1414,66,668,0
1415,3,668,0
1416,23,668,2
1417,17,669,0
1418,66,669,1
1419,13,671,0
1420,24,671,1
1421,24,671,1
1422,13,672,0
1423,51,672,1
1424,41,672,1
1425,6,672,2
1426,63,673,0
1427,34,675,0
1428,31,675,2
1429,49,675,2
1430,25,676,1
1431,3,676,1
1432,15,676,2
1433,51,676,2
1434,14,677,0
1435,41,677,2
1436,15,677,2
1437,52,678,0
1438,51,678,0
1439,2,678,1
1440,23,679,1
1441,6,680,0
1442,51,680,0
1443,55,681,0
1444,52,681,0
1445,15,681,1
1446,13,681,1
1447,36,681,2
1448,36,681,2
1449,63,682,1
1450,8,682,2
1451,13,683,0
1452,42,683,1
1453,42,683,1
1454,6,684,0
1455,0,684,0
1456,63,685,0
1457,42,686,0
1458,53,686,0
1459,4,687,0
1460,33,687,0
1461,0,688,0
1462,49,689,0
1463,63,689,1
1464,49,691,0
1465,63,692,0
1466,63,692,0
1467,33,692,1
1468,14,692,1
1469,26,692,2
1470,23,693,0
1471,51,693,0
1472,13,693,1
1473,63,693,1
1474,9,694,0
1475,63,694,1
1476,5,695,0
1477,47,695,1
1478,51,695,1
1479,59,695,2
1480,51,695,2
1481,15,696,0
1482,41,696,1
1483,51,696,1
1484,41,697,0
1485,12,698,0
1486,62,698,0
1487,65,698,1
1488,2,698,2
1489,59,699,1
1490,19,699,2
1491,52,699,2
1492,44,700,0
1493,15,701,0
1494,36,702,0
1495,6,702,1
1496,0,702,1
1497,45,703,0
1498,33,703,0
1499,51,704,0
1500,8,705,0
1501,6,705,0
1502,6,705,1
1503,59,705,1
1504,46,706,0
1505,4,706,1
1506,36,706,1
1507,2,707,0
1508,41,707,0
1509,59,708,0
1510,36,708,2
1511,35,708,2
1512,6,709,0
1513,36,709,1
1514,45,709,1
1515,65,712,2
1516,4,713,0
1517,48,714,0
1518,66,716,0
1519,57,716,0
1520,20,716,1
1521,1,718,1
1522,0,718,1
1523,14,719,0
1524,39,719,0
1525,59,721,0
1526,41,721,1
1527,63,721,1
1528,58,723,0
1529,59,723,2
1530,14,724,1
1531,63,724,1
1532,45,724,2
1533,45,724,2
1534,6,725,1
1535,63,725,1
1536,41,726,2
1537,0,726,2
1538,36,727,1
1539,58,727,1
1540,2,727,2
1541,65,727,2
1542,1,728,0
1543,9,728,0
1544,59,730,0
1545,2,730,1
1546,41,730,1
1547,9,730,2
1548,6,731,0
1549,41,731,1
1550,39,731,1
1551,12,731,2
1552,2,732,0
1553,15,732,0
1554,47,732,1
1555,57,732,1
1556,63,732,2
1557,6,732,2
1558,59,733,0
1559,15,733,1
1560,60,734,0
1561,2,734,0
1562,3,735,0
1563,20,735,0
1564,6,735,1
1565,35,735,1
1566,15,736,0
1567,65,736,0
1568,39,736,2
1569,49,737,0
1570,15,737,1
1571,60,737,1
1572,0,738,0
1573,4,738,0
1574,20,739,0
1575,6,741,0
1576,15,741,0
1577,1,742,1
1578,1,742,1
1579,5,743,0
1580,58,743,0
1581,8,744,0
1582,54,745,1
1583,7,746,0
1584,33,746,1
1585,20,747,0
1586,58,747,2
1587,35,748,0
1588,58,748,0
1589,36,748,1
1590,45,748,1
1591,56,748,2
1592,6,749,1
1593,51,749,1
1594,53,749,2
1595,53,749,2
1596,64,751,0
1597,13,751,1
1598,14,751,1
1599,51,751,2
1600,0,752,0
1601,6,753,0
1602,6,753,0
1603,43,753,1
1604,15,753,1
1605,4,753,2
1606,41,754,1
1607,57,754,2
1608,58,754,2
1609,48,756,1
1610,48,756,1
1611,26,757,0
1612,39,757,0
1613,6,757,1
1614,64,758,0
1615,28,760,0
1616,60,761,0
1617,7,762,0
1618,58,762,0
1619,6,762,2
1620,34,762,2
1621,6,763,0
1622,41,763,0
1623,39,763,1
1624,66,763,2
1625,15,764,0
1626,51,764,1
1627,6,764,1
1628,35,765,1
1629,35,765,1
1630,36,766,0
1631,36,766,0
1632,5,768,0
1633,45,768,1
1634,6,769,0
1635,2,769,0
1636,0,770,0
1637,11,770,1
1638,9,770,1
1639,58,771,0
1640,35,771,0
1641,63,771,1
1642,25,773,0
1643,48,773,0
1644,41,773,1
1645,56,776,0
1646,6,776,0
1647,63,776,1
1648,45,776,1
1649,28,776,2
1650,6,776,2
1651,49,777,1
1652,20,777,1
1653,63,777,2
1654,39,778,0
1655,6,778,0
1656,7,778,1
1657,9,780,0
1658,51,780,1
1659,41,782,0
1660,14,783,0
