id,ingredientId,orderId,itemNumberInOrder
450,36,215,0
451,66,215,2
452,55,215,2
453,57,217,0
454,49,217,0
455,1,217,1
456,11,217,1
457,36,218,0
458,54,218,0
459,43,219,0
460,33,219,0
461,59,220,0
462,26,220,0
463,0,221,0
464,24,221,1
465,33,222,0
466,31,222,0
467,38,222,1
468,12,224,1
469,12,226,0
470,61,226,1
471,22,227,1
472,58,228,0
473,5,228,0
474,60,229,0
475,65,230,1
476,66,230,1
477,29,231,0
478,13,231,0
479,45,232,0
480,55,232,1
481,12,232,2
482,5,232,2
483,20,233,0
484,23,233,0
485,5,234,0
486,27,234,1
487,3,234,1
488,2,235,1
489,19,235,2
490,2,235,2
491,32,236,0
492,62,236,0
493,59,237,0
494,48,238,0
495,51,238,0
496,66,238,1
497,23,238,1
498,12,239,0
499,9,240,0
500,57,240,1
501,25,242,1
502,37,243,1
503,60,244,0
504,10,247,0
505,6,247,1
506,18,248,0
507,32,248,1
508,30,249,0
509,33,249,0
510,48,249,1
511,11,249,1
512,54,249,2
513,38,252,0
514,0,252,0
515,26,252,2
516,66,253,0
517,24,253,0
518,30,254,0
519,34,254,0
520,57,255,0
521,55,255,1
522,18,255,1
523,47,256,1
524,25,256,1
525,15,257,1
526,49,257,1
527,11,260,0
528,46,260,1
529,63,260,1
530,29,261,1
531,30,261,1
532,64,262,0
533,27,263,0
534,31,263,1
535,6,263,1
536,61,263,2
537,33,263,2
538,52,264,1
539,61,264,1
540,7,265,0
541,14,266,1
542,54,266,2
543,44,267,0
544,2,267,1
545,52,268,0
546,7,269,0
547,27,269,0
548,42,269,1
549,32,269,2
550,6,269,2
551,64,270,0
552,20,270,1
553,29,271,0
554,18,272,2
555,41,272,2
556,50,273,1
557,23,273,1
558,47,273,2
559,13,273,2
560,15,274,0
561,20,274,0
562,63,274,1
563,64,274,1
564,8,275,0
565,40,276,0
566,1,276,0
567,4,276,2
568,8,276,2
569,54,277,0
570,21,277,0
571,66,278,0
572,45,278,0
573,60,278,1
574,51,278,1
575,17,278,2
576,65,278,2
577,16,279,0
578,55,280,0
579,52,280,1
580,44,280,2
581,41,281,0
582,61,283,1
583,1,284,0
584,26,285,0
585,37,287,0
586,13,287,0
587,36,288,0
588,20,288,0
589,49,288,1
590,35,289,1
591,56,289,1
592,56,290,0
593,2,290,0
594,64,291,0
595,19,291,1
596,61,292,0
597,62,293,0
598,17,293,0
599,31,293,1
600,62,294,0
601,19,295,0
602,41,296,0
603,46,296,0
604,58,296,1
605,63,296,2
606,65,296,2
607,0,297,0
608,12,297,0
609,31,297,2
610,33,298,0
611,45,298,0
612,46,298,1
613,27,299,1
614,65,300,0
615,29,301,0
616,18,301,0
617,58,301,1
618,5,302,1
619,63,302,1
620,60,303,0
621,40,303,0
622,55,304,0
623,45,306,1
624,28,306,2
625,4,306,2
626,7,307,0
627,62,307,0
628,17,307,1
629,10,308,0
630,0,309,0
631,27,309,0
632,43,309,2
633,15,310,0
634,40,310,1
635,15,311,0
636,46,311,0
637,48,312,0
638,13,312,0
639,51,312,1
640,27,312,1
641,21,313,0
642,5,313,2
643,14,313,2
644,54,314,0
645,62,315,0
646,2,315,2
647,53,317,0
648,7,318,0
649,9,319,0
650,48,319,1
651,15,320,1
652,3,322,0
653,18,323,0
654,37,323,1
655,3,324,1
656,56,324,1
657,6,325,0
658,57,326,0
659,31,327,0
660,57,327,1
661,58,328,0
662,2,328,0
663,51,329,0
664,51,329,1
665,19,330,0
666,54,330,0
667,19,331,0
668,65,331,0
669,10,331,2
670,30,332,1
671,48,333,0
672,13,333,0
673,39,334,1
674,54,334,2
675,30,334,2
676,6,335,0
677,34,335,0
678,16,336,0
679,3,336,0
680,50,336,2
681,53,336,2
682,41,337,0
683,38,338,0
684,40,339,0
685,5,340,0
686,48,340,0
687,52,341,0
688,44,341,0
689,38,342,0
690,24,344,0
691,9,344,0
692,10,345,1
693,47,345,1
694,38,345,2
695,47,346,2
696,1,346,2
697,53,348,1
698,62,348,1
699,51,348,2
700,8,348,2
701,44,349,0
702,49,349,1
703,59,349,2
704,25,351,1
705,11,351,1
706,41,352,0
707,31,353,0
708,4,353,0
709,52,353,1
710,36,353,1
711,37,354,0
712,4,354,0
713,14,354,1
714,16,354,2
715,7,355,0
716,20,355,0
717,35,355,1
718,14,355,1
719,12,356,0
720,55,356,2
721,50,357,0
722,27,357,0
723,34,357,1
724,3,357,1
725,49,357,2
726,43,357,2
727,51,358,0
728,18,358,1
729,3,359,0
730,28,359,1
731,5,359,1
732,45,360,0
733,5,360,0
734,45,360,1
735,66,360,1
736,57,360,2
737,18,360,2
738,17,361,0
739,62,361,0
740,12,361,1
741,49,362,0
742,63,362,0
743,14,363,0
744,51,363,0
745,24,363,1
746,43,364,0
747,31,364,0
748,59,364,1
749,43,365,2
750,22,365,2
751,6,366,0
752,30,367,0
753,28,367,0
754,8,367,1
755,12,367,2
756,4,368,0
757,51,368,0
758,45,369,1
759,19,369,1
760,55,369,2
761,62,369,2
762,61,371,0
763,62,371,0
764,44,372,0
765,49,372,0
766,1,372,1
767,54,372,1
768,63,372,2
769,45,372,2
770,36,373,1
771,43,373,1
772,1,375,0
773,57,377,1
774,32,377,1
775,28,377,2
776,64,377,2
777,60,378,0
778,13,378,0
779,26,379,0
780,7,379,0
781,40,379,1
782,7,379,2
783,58,380,0
784,35,380,2
785,44,380,2
786,10,381,0
787,49,381,0
788,1,382,0
789,7,382,0
790,3,383,0
791,8,384,1
792,16,385,0
793,0,385,0
794,48,385,1
795,57,385,1
796,14,385,2
797,46,386,0
798,35,388,0
799,4,388,0
800,22,389,0
801,62,389,1
802,1,390,1
803,5,391,0
804,27,391,0
805,62,392,1
806,12,392,1
807,51,393,0
808,65,393,1
809,18,394,0
810,27,394,2
811,58,395,1
812,64,395,1
813,14,395,2
814,4,398,0
815,43,398,1
816,46,399,0
817,53,399,1
818,21,400,1
819,6,400,1
820,13,400,2
821,27,401,0
822,1,402,1
823,29,402,1
824,13,404,0
825,41,404,0
826,20,404,2
827,65,405,1
828,9,405,1
829,29,406,0
830,50,406,0
831,48,406,1
832,8,406,2
833,56,406,2
834,20,407,0
835,26,407,0
836,46,408,0
837,10,409,0
838,63,409,1
839,24,409,1
840,34,409,2
841,20,409,2
842,47,410,0
843,33,410,0
844,27,410,1
845,26,410,1
846,13,411,0
847,10,411,0
848,44,411,1
849,37,412,0
850,9,412,1
851,54,412,1
852,42,412,2
853,57,412,2
854,33,414,0
855,14,414,0
856,4,414,1
857,66,415,0
858,3,415,1
859,57,415,1
860,27,416,0
861,39,418,0
862,53,418,0
863,26,419,0
864,65,419,1
865,38,419,1
866,26,420,0
867,14,420,0
868,14,421,0
869,41,421,1
870,20,421,2
871,39,423,1
872,64,423,1
873,7,423,2
874,49,423,2
875,23,424,0
876,33,424,0
877,56,425,0
878,65,425,1
879,29,425,1
880,50,426,0
881,62,426,1
882,57,426,1
883,20,427,0
884,38,427,0
885,61,428,0
886,21,428,2
887,25,429,0
888,45,429,0
889,45,430,0
890,35,430,1
891,37,430,1
892,33,431,0
893,61,432,0
894,62,432,0
895,62,432,1
896,39,432,1
897,4,435,0
898,56,435,1
899,65,436,1
900,48,436,1
901,1,437,1
902,3,438,0
903,59,438,0
904,52,438,1
905,56,439,0
906,14,439,1
907,11,439,1
908,46,440,0
909,58,440,0
910,58,440,1
911,15,441,0
912,64,441,0
913,49,441,1
914,21,442,0
915,51,442,0
916,10,444,0
917,50,444,0
918,11,444,1
919,47,445,0
920,9,445,0
921,40,446,0
922,21,446,0
923,31,446,1
924,19,446,2
925,8,448,0
926,6,448,1
927,31,448,1
928,11,449,1
929,21,449,1
930,60,449,2
931,42,450,0
932,11,451,0
933,4,451,0
934,25,452,0
935,17,452,1
936,23,453,0
937,63,453,1
938,13,453,2
939,16,453,2
940,42,454,0
941,30,454,0
942,63,454,1
943,63,454,2
944,37,454,2
945,6,455,0
946,47,455,1
947,24,456,0
948,23,456,0
949,10,457,0
950,58,457,1
951,64,457,1
952,34,457,2
953,54,458,0
954,5,458,0
955,57,459,1
956,28,460,0
957,29,461,0
958,63,461,1
959,62,463,0
960,0,463,1
961,27,463,1
962,34,464,0
963,9,464,0
964,66,465,0
965,35,465,0
966,49,465,1
967,46,465,1
968,21,466,0
969,24,466,1
970,59,467,0
971,6,467,0
972,64,467,1
973,38,467,1
974,19,468,0
975,32,469,0
976,59,470,0
977,66,471,1
978,9,471,1
979,38,471,2
980,11,472,2
981,30,472,2
982,49,473,2
983,26,473,2
984,65,474,0
985,28,474,0
986,36,474,1
987,57,474,1
988,55,474,2
989,63,474,2
990,39,475,0
991,63,475,1
992,46,475,1
993,36,476,0
994,8,476,0
995,52,477,0
996,34,477,0
997,13,478,0
998,4,479,0
999,14,481,0
1000,43,482,0
1001,29,482,0
1002,7,484,0
1003,7,484,0
1004,36,485,0
1005,64,485,0
1006,17,485,2
1007,64,486,0
1008,36,486,0
1009,32,486,1
1010,4,487,0
1011,24,488,2
1012,57,488,2
1013,31,490,1
1014,27,493,0
1015,53,493,0
1016,21,493,1
1017,1,493,1
1018,51,493,2
1019,15,493,2
1020,55,494,0
1021,49,494,0
1022,62,496,0
1023,63,496,0
1024,33,497,0
1025,65,497,0
1026,1,498,0
1027,42,498,1
1028,60,498,2
1029,62,501,0
1030,9,501,0
1031,4,501,1
1032,63,501,1
1033,36,501,2
1034,0,502,0
1035,46,502,0
1036,51,503,0
1037,2,503,0
1038,10,504,0
1039,33,504,0
1040,20,506,1
1041,47,506,2
1042,21,507,0
1043,40,507,1
1044,5,508,0
1045,5,508,1
1046,30,510,0
1047,52,511,0
1048,37,511,0
1049,50,512,2
1050,10,512,2
1051,19,513,2
1052,32,513,2
1053,30,514,2
1054,5,514,2
1055,61,515,1
1056,21,515,1
1057,61,515,2
1058,30,517,0
1059,10,517,0
1060,48,517,1
1061,2,517,1
1062,54,517,2
1063,6,518,1
1064,61,519,0
1065,49,519,1
1066,38,519,2
1067,54,520,1
1068,32,523,0
1069,57,523,0
1070,61,524,0
1071,61,524,0
1072,11,525,0
1073,24,525,0
1074,20,525,1
1075,5,526,0
1076,2,527,0
1077,52,527,0
1078,30,527,1
1079,60,527,1
1080,58,530,1
1081,34,530,1
1082,38,531,0
1083,8,531,0
1084,45,531,1
1085,1,531,2
1086,19,531,2
1087,22,532,2
1088,36,532,2
1089,62,533,1
1090,15,533,1
1091,8,534,0
1092,19,534,0
1093,22,535,0
1094,9,535,1
1095,39,535,1
1096,38,537,0
1097,16,537,0
1098,21,537,1
1099,16,538,0
1100,46,538,0
1101,21,539,0
1102,10,539,0
1103,56,539,1
1104,38,539,1
1105,37,539,2
1106,2,540,0
1107,65,540,1
1108,18,540,1
1109,59,541,0
1110,4,541,0
1111,19,542,0
1112,54,543,0
1113,59,544,0
1114,32,544,0
1115,10,544,1
1116,28,544,1
1117,3,544,2
1118,65,545,0
1119,55,545,2
1120,51,548,0
1121,26,549,1
1122,9,549,1
1123,61,549,2
1124,61,549,2
1125,36,553,0
1126,41,553,0
1127,51,553,1
1128,52,553,2
1129,14,554,0
1130,5,554,1
1131,33,555,2
1132,38,556,0
1133,14,556,0
1134,59,557,0
1135,19,558,2
1136,31,558,2
1137,5,559,0
1138,52,559,1
1139,7,560,0
1140,43,560,0
1141,5,560,1
1142,34,563,1
1143,41,563,1
1144,59,563,2
1145,26,563,2
1146,17,564,0
1147,5,564,1
1148,3,565,0
1149,20,565,0
1150,38,565,1
1151,52,565,1
1152,51,565,2
1153,15,565,2
1154,65,566,0
1155,53,566,0
1156,27,566,1
1157,52,566,1
1158,18,567,0
1159,28,567,1
1160,0,568,0
1161,22,568,1
1162,51,569,1
1163,3,570,0
1164,47,570,0
1165,19,570,1
1166,32,570,2
1167,32,570,2
1168,30,571,0
1169,51,571,2
1170,33,572,1
1171,50,573,0
1172,5,574,0
1173,22,574,1
1174,40,574,1
1175,53,575,0
1176,35,575,1
1177,4,575,1
1178,44,577,0
1179,61,577,2
1180,25,577,2
1181,54,578,1
1182,63,578,1
1183,48,579,1
1184,2,580,0
1185,50,580,0
1186,63,581,0
1187,22,581,0
1188,62,582,0
1189,40,582,0
1190,32,584,1
1191,38,584,1
1192,52,585,0
1193,52,585,0
1194,14,585,1
1195,30,586,1
1196,15,586,1
1197,48,587,0
1198,45,588,0
1199,35,588,1
1200,34,588,1
1201,23,588,2
1202,32,589,0
1203,33,589,0
1204,15,590,1
1205,4,591,0
1206,1,594,0
1207,7,594,0
1208,18,595,0
1209,24,597,0
1210,17,597,0
1211,10,597,1
1212,60,597,1
1213,44,599,0
1214,62,599,1
1215,44,600,0
1216,46,600,1
1217,53,601,0
1218,55,601,0
1219,17,602,0
1220,24,602,0
1221,12,604,0
1222,39,605,0
1223,62,605,0
1224,44,605,1
1225,36,605,1
1226,2,606,1
1227,50,606,1
1228,47,607,0
1229,38,609,0
1230,37,609,0
1231,31,610,0
1232,35,610,1
1233,52,611,0
1234,18,611,1
1235,15,611,1
1236,35,611,2
1237,5,611,2
1238,50,612,0
1239,64,612,1
1240,28,612,2
1241,12,612,2
1242,13,613,0
1243,3,614,0
1244,40,614,1
1245,40,614,2
1246,9,615,0
1247,60,615,0
1248,7,615,2
1249,12,615,2
1250,8,616,1
1251,36,616,1
1252,26,617,0
1253,56,617,1
1254,14,617,1
1255,38,618,0
1256,0,618,1
1257,55,619,0
1258,17,619,1
1259,45,621,0
1260,46,621,0
1261,14,622,0
1262,39,622,1
1263,58,622,1
1264,36,622,2
1265,37,624,1
1266,65,624,2
1267,51,624,2
1268,59,625,1
1269,50,625,1
1270,3,625,2
1271,51,626,0
1272,25,627,1
1273,27,627,1
1274,6,628,0
1275,44,628,1
1276,37,628,1
1277,21,629,0
1278,44,629,0
1279,2,630,1
1280,12,633,0
1281,12,633,0
1282,29,634,0
1283,27,635,0
1284,41,635,1
1285,43,635,1
1286,28,636,1
1287,15,636,1
1288,54,637,0
1289,24,637,0
1290,22,637,1
1291,12,639,0
1292,27,639,1
1293,31,639,1
1294,38,641,0
1295,37,641,0
1296,28,642,0
1297,60,642,1
1298,3,642,1
1299,47,643,0
1300,53,643,0
1301,34,644,0
1302,44,644,1
1303,22,645,0
1304,60,645,1
1305,28,646,1
1306,8,646,1
1307,65,646,2
1308,57,646,2
1309,17,647,0
1310,52,647,1
1311,6,648,0
1312,58,649,0
1313,11,649,1
1314,50,649,1
1315,15,650,0
1316,59,651,1
1317,40,651,1
1318,49,652,0
1319,50,652,0
1320,60,652,2
1321,47,652,2
1322,22,654,1
1323,5,655,0
1324,62,655,0
1325,27,656,0
1326,10,656,1
1327,66,656,1
1328,42,658,1
1329,2,658,1
1330,65,659,0
1331,0,659,0
1332,47,659,1
1333,53,659,1
1334,26,659,2
1335,16,660,0
1336,43,661,0
1337,17,661,0
1338,1,661,1
1339,14,661,1
1340,5,662,1
1341,45,663,0
1342,43,663,0
1343,1,664,0
1344,19,664,1
1345,11,664,1
1346,35,664,2
1347,64,665,0
1348,30,666,0
1349,7,666,0
1350,3,666,2
1351,57,667,0
1352,65,668,0
1353,39,668,1
1354,52,668,1
1355,14,668,2
1356,28,668,2
1357,42,669,0
1358,54,669,0
1359,14,670,0
1360,22,670,0
1361,62,671,0
1362,13,671,1
1363,56,671,1
1364,22,672,0
1365,33,672,0
1366,8,672,1
1367,39,672,2
1368,31,673,2
1369,56,673,2
1370,59,674,0
1371,7,675,0
1372,63,675,0
1373,1,675,1
1374,15,676,0
1375,38,677,0
1376,43,678,0
1377,46,679,0
1378,51,679,0
1379,42,679,1
1380,0,679,1
1381,55,680,0
1382,15,681,0
1383,37,681,0
1384,41,681,2
1385,49,683,1
1386,33,683,1
1387,54,685,0
1388,40,690,0
1389,13,690,0
1390,34,692,0
1391,10,692,0
1392,18,692,1
1393,41,692,1
1394,32,692,2
1395,24,694,0
1396,65,694,0
1397,61,694,2
1398,0,694,2
1399,6,695,0
1400,36,695,0
1401,39,695,1
1402,47,696,0
1403,57,696,2
1404,56,696,2
1405,4,697,0
1406,52,697,0
1407,35,697,1
1408,14,697,1
1409,9,698,0
1410,4,698,1
1411,17,699,0
1412,12,701,0
1413,20,701,0
1414,41,702,2
1415,51,703,0
1416,25,704,0
1417,52,704,0
1418,19,706,0
1419,6,706,0
1420,61,706,1
1421,58,706,1
1422,25,708,0
1423,4,708,0
1424,4,708,1
1425,58,708,2
1426,60,708,2
1427,13,709,0
1428,28,709,0
1429,58,709,1
1430,27,709,1
1431,25,710,0
1432,36,711,0
1433,65,712,0
1434,19,712,2
1435,32,714,1
1436,2,714,1
1437,31,715,0
1438,33,715,0
1439,7,716,0
1440,21,716,0
1441,46,717,0
1442,40,718,0
1443,37,719,1
1444,16,720,0
1445,34,721,0
1446,2,721,0
1447,50,722,0
1448,46,722,1
1449,64,723,1
1450,34,723,2
1451,48,723,2
1452,50,724,2
1453,11,724,2
1454,56,725,0
1455,30,726,1
1456,3,726,1
1457,19,727,2
1458,50,727,2
1459,34,728,0
1460,22,728,0
1461,21,729,0
1462,34,731,0
1463,12,731,0
1464,29,731,1
1465,1,731,2
1466,6,731,2
1467,26,732,0
1468,43,732,1
1469,66,732,1
1470,1,732,2
1471,53,733,0
1472,48,733,0
1473,43,734,0
1474,51,735,0
1475,65,735,0
1476,49,735,1
1477,32,736,0
1478,6,736,1
1479,56,737,0
1480,50,737,0
1481,45,737,1
1482,44,737,1
1483,1,739,0
1484,22,739,0
1485,66,740,0
1486,22,741,0
1487,47,741,0
1488,46,741,1
1489,58,742,0
1490,48,742,0
1491,2,743,0
1492,15,743,2
1493,65,743,2
1494,55,744,0
1495,14,744,0
1496,16,745,0
1497,6,745,0
1498,49,745,1
1499,66,745,2
1500,3,745,2
1501,55,746,0
1502,43,746,1
1503,61,747,0
1504,45,747,2
1505,64,748,0
1506,66,748,0
1507,30,748,1
1508,9,748,2
1509,19,748,2
1510,22,749,0
1511,24,749,0
1512,3,749,1
1513,1,751,0
1514,51,751,0
1515,45,751,1
1516,39,751,1
1517,45,753,0
1518,20,753,2
1519,50,754,1
1520,4,754,2
1521,43,756,1
1522,27,756,2
1523,40,757,1
1524,51,758,0
1525,48,759,0
1526,39,759,1
1527,27,759,1
1528,13,759,2
1529,64,761,0
1530,48,761,1
1531,5,761,1
1532,31,762,0
1533,32,762,0
1534,56,762,1
1535,45,763,0
1536,38,763,1
1537,29,763,2
1538,1,763,2
1539,57,765,0
1540,17,765,0
1541,59,765,1
1542,14,766,0
1543,23,766,0
1544,62,767,0
1545,39,767,0
1546,14,768,0
1547,40,768,1
1548,50,768,1
1549,15,769,0
1550,12,770,0
1551,1,770,0
1552,63,770,1
1553,40,771,0
1554,45,771,0
1555,11,771,1
1556,8,771,1
1557,1,772,0
1558,21,772,1
1559,24,772,1
1560,66,773,1
1561,49,775,0
1562,25,775,1
1563,14,776,0
1564,0,776,0
1565,38,776,1
1566,35,776,1
1567,2,776,2
1568,56,777,1
1569,25,777,1
1570,16,778,0
1571,63,778,0
1572,62,779,0
1573,36,779,0
1574,30,779,2
1575,34,779,2
1576,9,780,0
1577,15,780,1
1578,62,781,0
1579,16,781,0
1580,8,783,0
1581,8,783,0
1582,33,784,0
1583,65,784,0
1584,38,785,0
1585,16,785,0
1586,32,785,1
1587,4,786,1
1588,24,786,1
1589,34,787,0
1590,1,787,0
1591,12,787,1
1592,39,787,1
1593,18,789,0
1594,57,790,0
1595,16,790,1
1596,4,790,1
1597,5,791,0
1598,57,793,1
1599,26,793,2
1600,31,793,2
1601,32,794,0
1602,3,794,1
1603,55,795,0
1604,60,795,0
1605,46,795,2
1606,30,795,2
1607,54,796,0
1608,42,797,0
1609,3,797,0
1610,17,798,1
1611,15,798,2
1612,16,799,0
1613,49,799,0
1614,7,799,1
1615,22,799,1
1616,36,800,0
1617,42,800,1
1618,53,800,1
1619,19,801,1
1620,34,801,1
1621,58,802,0
1622,7,802,1
1623,50,802,1
1624,50,803,0
1625,19,803,2
1626,37,803,2
1627,58,804,0
1628,44,805,2
1629,60,806,0
1630,4,806,0
1631,15,806,1
1632,6,806,1
1633,63,807,1
1634,29,807,1
1635,13,808,0
1636,56,808,2
1637,50,809,1
1638,8,810,0
1639,44,810,1
1640,49,810,1
1641,38,810,2
1642,9,810,2
1643,43,812,0
1644,30,812,1
1645,62,812,1
1646,66,812,2
1647,5,812,2
1648,17,813,0
1649,56,813,2
1650,12,813,2
1651,30,814,0
1652,53,814,0
1653,41,814,2
1654,63,815,0
1655,20,816,0
1656,37,817,0
1657,14,817,0
1658,40,818,0
1659,27,818,2
1660,40,820,0
